order_id,customer_id,order_date,status,region_code
122,165,2025-11-12 17:21:32,DELIVERED,WEST
123,83,2026-02-02 19:36:04,DELIVERED,WEST
124,433,2024-06-04 23:01:04,CANCELLED,EAST
125,561,2025-05-22 14:48:24,DELIVERED,NORTH
126,189,2025-11-19 00:00:00,DELIVERED,SOUTH
127,313,2025-05-02 08:23:47,DELIVERED,NORTH
128,134,2026-07-11 18:31:34,DELIVERED,EAST
129,137,2025-02-08 22:51:01,SHIPPED,CENTRAL
130,204,2024-05-11 02:37:15,DELIVERED,SOUTH
131,585,2024-12-14 17:29:13,PLACED,NORTH
132,235,2024-05-18 05:17:12,RETURNED,SOUTH
133,51,2025-09-14 23:39:54,DELIVERED,CENTRAL
134,377,2024-09-21 00:00:00,RETURNED,NORTH
135,465,2026-02-06 15:12:40,PLACED,SOUTH
136,273,2025-03-23 08:00:01,DELIVERED,WEST
137,221,2025-03-15 13:47:00,DELIVERED,SOUTH
138,150,2024-02-14 16:44:22,SHIPPED,EAST
139,255,2025-07-28 05:05:37,DELIVERED,WEST
140,332,2025-09-09 13:54:50,DELIVERED,WEST
141,263,2024-04-23 00:00:00,PLACED,NORTH
142,483,2025-07-04 09:19:26,RETURNED,CENTRAL
143,6,2025-01-29 01:00:50,DELIVERED,WEST
144,380,2024-07-24 00:00:00,RETURNED,CENTRAL
145,174,2026-02-21 13:02:20,DELIVERED,EAST
146,325,2026-04-03 23:37:57,DELIVERED,EAST
147,,2024-07-17 15:23:41,DELIVERED,EAST
148,290,2025-02-12 21:25:05,DELIVERED,EAST
149,169,2025-05-05 04:17:33,DELIVERED,WEST
150,451,2024-03-23 16:16:01,SHIPPED,NORTH
151,,2025-02-08 05:51:09,SHIPPED,WEST
152,507,2024-03-04 08:49:30,DELIVERED,CENTRAL
153,152,2024-07-11 02:09:50,DELIVERED,SOUTH
154,173,2026-03-01 07:07:06,CANCELLED,CENTRAL
155,598,2024-01-07 09:49:05,DELIVERED,CENTRAL
156,253,2026-02-12 00:00:00,DELIVERED,EAST
157,125,2025-09-04 07:42:55,DELIVERED,NORTH
158,84,2025-12-15 22:44:11,CANCELLED,WEST
159,6,2025-05-26 17:55:32,RETURNED,CENTRAL
160,583,2024-07-19 21:24:23,SHIPPED,NORTH
161,57,2024-04-19 20:47:06,DELIVERED,CENTRAL
162,183,2025-01-07 22:50:09,RETURNED,WEST
163,167,2025-08-26 12:26:16,DELIVERED,EAST
164,158,2024-07-06 08:22:04,SHIPPED,WEST
165,135,2025-07-11 18:08:24,DELIVERED,EAST
166,398,2026-01-10 02:57:32,SHIPPED,CENTRAL
167,378,2024-10-16 11:50:56,DELIVERED,WEST
168,475,2024-12-14 07:54:29,DELIVERED,SOUTH
169,538,2024-05-10 00:00:00,SHIPPED,WEST
170,308,2024-08-18 20:27:11,RETURNED,EAST
171,303,2026-06-02 04:32:48,PLACED,NORTH
172,523,2025-10-22 01:55:27,DELIVERED,WEST
173,260,2025-07-06 04:25:16,SHIPPED,NORTH
174,,2025-12-20 01:22:40,SHIPPED,SOUTH
175,,2025-10-08 14:58:58,CANCELLED,EAST
176,461,2025-02-15 18:41:22,DELIVERED,SOUTH
177,266,2024-06-14 00:00:00,DELIVERED,NORTH
178,176,2026-01-11 04:19:05,DELIVERED,WEST
179,499,2025-04-15 09:12:05,DELIVERED,CENTRAL
180,405,2025-04-15 00:00:00,PLACED,SOUTH
181,17,2024-10-19 09:23:28,CANCELLED,SOUTH
182,248,2025-11-07 23:22:18,CANCELLED,CENTRAL
183,475,2024-08-18 04:00:56,DELIVERED,NORTH
184,456,2026-01-23 11:51:24,DELIVERED,WEST
185,584,2025-08-31 12:52:46,PLACED,NORTH
186,443,2025-10-07 17:53:37,CANCELLED,CENTRAL
187,298,2024-02-27 12:06:06,DELIVERED,WEST
188,500,2024-12-26 00:00:00,DELIVERED,CENTRAL
189,567,2024-04-08 15:50:44,SHIPPED,WEST
190,356,2025-11-27 10:46:55,DELIVERED,NORTH
191,481,2025-06-18 03:33:35,DELIVERED,CENTRAL
192,348,2026-07-24 07:55:11,CANCELLED,WEST
193,400,2025-10-09 13:42:26,CANCELLED,EAST
194,166,2024-11-17 21:17:46,SHIPPED,NORTH
195,205,2024-08-30 19:48:42,DELIVERED,NORTH
196,506,2025-04-16 00:00:00,SHIPPED,CENTRAL
197,,2025-02-09 03:37:38,DELIVERED,SOUTH
198,516,2024-02-19 15:55:41,CANCELLED,EAST
199,124,2026-05-23 00:11:13,SHIPPED,EAST
200,48,2026-05-15 07:17:54,SHIPPED,SOUTH
201,107,2024-03-19 07:52:11,RETURNED,WEST
202,114,2024-06-13 11:56:04,DELIVERED,CENTRAL
203,576,2024-03-06 04:44:02,DELIVERED,SOUTH
204,371,2024-08-31 22:35:51,DELIVERED,WEST
205,102,2024-08-27 16:33:42,DELIVERED,EAST
206,207,2025-11-13 03:08:59,RETURNED,NORTH
207,350,2025-03-21 11:07:27,DELIVERED,NORTH
208,425,2025-07-14 05:45:38,DELIVERED,SOUTH
209,432,2024-12-20 11:14:30,PLACED,WEST
210,470,2026-03-12 19:39:50,DELIVERED,EAST
211,11,2026-03-14 16:09:26,RETURNED,NORTH
212,169,2025-11-05 07:23:15,PLACED,NORTH
213,589,2024-03-30 19:18:23,RETURNED,CENTRAL
214,567,2025-04-17 17:59:04,DELIVERED,EAST
215,,2025-03-10 14:58:55,RETURNED,CENTRAL
216,457,2024-11-14 15:56:01,CANCELLED,CENTRAL
217,354,2025-09-20 09:03:56,DELIVERED,EAST
218,400,2024-07-14 17:49:51,DELIVERED,CENTRAL
219,566,2025-04-30 00:00:00,DELIVERED,SOUTH
220,553,2026-07-09 10:08:07,SHIPPED,EAST
221,114,2024-04-03 02:56:20,CANCELLED,EAST
222,49,2024-07-12 19:00:35,DELIVERED,CENTRAL
223,242,2026-06-22 11:23:21,DELIVERED,CENTRAL
224,307,2025-03-18 00:15:07,DELIVERED,CENTRAL
225,533,2025-01-19 16:26:23,PLACED,CENTRAL
226,370,2025-12-06 17:53:21,PLACED,WEST
227,64,2025-10-22 00:55:31,CANCELLED,WEST
228,539,2025-09-17 15:44:47,DELIVERED,CENTRAL
229,599,2026-02-13 21:37:47,DELIVERED,WEST
230,427,2024-09-09 23:13:07,PLACED,SOUTH
231,526,2026-04-01 23:48:37,PLACED,SOUTH
232,,2024-08-31 15:24:27,RETURNED,EAST
233,419,2024-06-20 09:37:49,PLACED,CENTRAL
234,121,2025-07-31 01:18:24,DELIVERED,EAST
235,147,2024-08-08 00:00:00,DELIVERED,WEST
236,291,2024-11-30 00:00:00,SHIPPED,WEST
237,70,2024-03-10 09:53:00,DELIVERED,CENTRAL
238,346,2025-08-09 02:58:24,DELIVERED,CENTRAL
239,472,2025-11-29 22:35:00,DELIVERED,SOUTH
240,420,2025-08-24 13:10:18,SHIPPED,WEST
241,,2025-11-19 07:49:25,DELIVERED,NORTH
242,586,2025-04-24 18:41:27,DELIVERED,NORTH
243,555,2026-06-15 02:44:05,DELIVERED,CENTRAL
244,515,2024-01-29 23:50:49,PLACED,CENTRAL
245,,2024-11-15 16:57:59,SHIPPED,CENTRAL
246,329,2025-09-16 04:06:36,DELIVERED,WEST
247,,2025-11-09 21:11:25,SHIPPED,NORTH
248,264,2024-05-21 09:39:40,PLACED,NORTH
249,188,2025-01-31 23:45:47,DELIVERED,SOUTH
250,174,2024-04-01 12:27:47,DELIVERED,EAST
251,306,2025-08-28 18:00:22,PLACED,SOUTH
252,385,2024-07-06 21:56:57,PLACED,SOUTH
253,505,2026-03-01 02:46:31,DELIVERED,WEST
254,326,2025-12-23 01:52:38,DELIVERED,NORTH
255,240,2024-01-29 22:18:34,SHIPPED,CENTRAL
256,569,2024-07-14 01:38:20,DELIVERED,WEST
257,513,2024-11-12 01:25:23,DELIVERED,SOUTH
258,252,2026-04-15 00:46:50,RETURNED,CENTRAL
259,,2025-12-22 19:29:02,RETURNED,CENTRAL
260,1,2024-04-03 11:29:15,RETURNED,WEST
261,390,2025-06-29 21:48:34,CANCELLED,SOUTH
262,47,2024-09-07 00:00:00,DELIVERED,CENTRAL
263,126,2024-08-04 22:32:21,DELIVERED,EAST
264,517,2025-05-09 11:13:51,CANCELLED,EAST
265,464,2025-02-28 02:40:03,SHIPPED,EAST
266,337,2024-01-25 15:50:54,RETURNED,SOUTH
267,,2026-01-10 06:17:13,PLACED,NORTH
268,501,2025-09-02 04:18:46,DELIVERED,NORTH
269,456,2024-07-10 17:16:00,DELIVERED,WEST
270,182,2024-01-14 02:20:40,PLACED,EAST
271,227,2024-01-31 17:30:50,DELIVERED,EAST
272,311,2024-12-09 12:58:59,SHIPPED,WEST
273,,2026-02-04 14:19:39,RETURNED,CENTRAL
274,406,2024-06-21 08:23:10,CANCELLED,CENTRAL
275,199,2026-05-28 19:05:14,DELIVERED,CENTRAL
276,132,2024-04-11 01:12:52,PLACED,CENTRAL
277,281,2024-10-25 00:44:38,CANCELLED,NORTH
278,546,2025-01-27 00:00:00,DELIVERED,WEST
279,54,2025-05-16 18:17:07,DELIVERED,WEST
280,478,2026-02-08 20:21:52,DELIVERED,NORTH
281,285,2025-10-14 00:00:00,DELIVERED,EAST
282,84,2026-06-07 06:58:49,CANCELLED,SOUTH
283,77,2025-01-23 08:05:06,SHIPPED,EAST
284,100,2024-02-13 07:10:17,DELIVERED,NORTH
285,343,2025-01-23 23:56:30,SHIPPED,WEST
286,56,2025-06-02 05:04:44,DELIVERED,SOUTH
287,450,2024-05-28 14:51:50,DELIVERED,CENTRAL
288,35,2025-08-09 06:18:37,DELIVERED,NORTH
289,453,2024-03-26 00:00:00,DELIVERED,WEST
290,573,2024-03-22 02:16:27,SHIPPED,WEST
291,421,2024-12-28 00:00:00,CANCELLED,CENTRAL
292,439,2024-06-06 07:54:53,DELIVERED,NORTH
293,198,2024-06-16 18:46:39,PLACED,CENTRAL
294,199,2026-06-09 10:53:50,PLACED,CENTRAL
295,456,2024-10-15 00:00:00,SHIPPED,NORTH
296,447,2026-03-08 02:42:50,RETURNED,EAST
297,150,2024-08-16 23:48:29,DELIVERED,CENTRAL
298,9,2026-03-15 00:00:00,DELIVERED,SOUTH
299,573,2024-03-25 19:54:26,DELIVERED,SOUTH
300,207,2024-04-16 06:16:39,DELIVERED,WEST
301,340,2026-06-17 12:42:56,DELIVERED,EAST
302,167,2024-06-11 21:00:46,DELIVERED,NORTH
303,229,2024-12-23 17:14:14,DELIVERED,SOUTH
304,340,2025-08-06 23:00:28,SHIPPED,SOUTH
305,,2024-01-16 08:48:14,PLACED,NORTH
306,451,2024-10-28 00:00:00,DELIVERED,EAST
307,,2024-11-03 07:27:01,SHIPPED,SOUTH
308,348,2026-05-11 00:00:00,SHIPPED,SOUTH
309,104,2024-02-02 14:42:14,CANCELLED,SOUTH
310,114,2025-06-09 15:50:34,RETURNED,EAST
311,382,2024-09-23 04:45:23,RETURNED,CENTRAL
312,67,2024-07-03 01:45:04,PLACED,SOUTH
313,388,2025-08-04 09:14:56,DELIVERED,WEST
314,48,2026-07-01 09:05:44,SHIPPED,CENTRAL
315,254,2024-03-23 17:38:18,DELIVERED,EAST
316,599,2026-01-29 14:53:32,SHIPPED,NORTH
317,67,2024-09-17 02:22:29,DELIVERED,CENTRAL
318,184,2025-05-14 22:26:09,DELIVERED,CENTRAL
319,507,2026-01-05 22:59:03,SHIPPED,WEST
320,38,2024-11-17 20:57:39,SHIPPED,SOUTH
321,224,2025-04-20 08:28:15,DELIVERED,WEST
322,384,2025-01-30 09:32:16,DELIVERED,SOUTH
323,532,2025-06-30 03:39:51,SHIPPED,NORTH
324,437,2025-12-01 20:08:09,DELIVERED,WEST
325,280,2025-08-16 23:49:17,PLACED,WEST
326,368,2024-05-08 00:47:05,SHIPPED,CENTRAL
327,284,2024-12-19 18:49:19,PLACED,NORTH
328,342,2024-11-01 11:30:22,DELIVERED,EAST
329,282,2024-10-23 03:39:54,DELIVERED,SOUTH
330,557,2025-02-09 15:50:06,PLACED,EAST
331,414,2025-09-22 07:46:21,CANCELLED,NORTH
332,153,2025-09-09 12:04:16,SHIPPED,SOUTH
333,566,2025-12-29 03:49:53,DELIVERED,WEST
334,193,2025-10-28 02:33:38,DELIVERED,WEST
335,572,2024-02-16 18:21:40,DELIVERED,CENTRAL
336,10,2026-02-15 09:54:08,CANCELLED,EAST
337,414,2026-04-15 00:00:00,SHIPPED,CENTRAL
338,143,2024-08-26 18:01:28,RETURNED,EAST
339,588,2025-08-30 05:16:55,RETURNED,SOUTH
340,396,2024-10-19 13:46:29,DELIVERED,EAST
341,312,2024-05-24 20:17:43,SHIPPED,CENTRAL
342,501,2024-02-11 16:36:43,SHIPPED,NORTH
343,211,2024-12-28 00:00:00,SHIPPED,CENTRAL
344,531,2024-01-18 03:51:55,SHIPPED,WEST
345,133,2026-04-13 08:25:05,DELIVERED,NORTH
346,212,2024-07-20 20:13:35,CANCELLED,EAST
347,487,2024-09-03 15:47:38,DELIVERED,EAST
348,470,2025-03-03 21:11:02,SHIPPED,SOUTH
349,253,2026-03-27 21:21:05,DELIVERED,CENTRAL
350,590,2024-03-01 17:11:11,DELIVERED,EAST
351,356,2025-04-07 01:41:32,DELIVERED,SOUTH
352,443,2025-12-12 05:04:14,DELIVERED,SOUTH
353,45,2025-01-07 08:29:12,CANCELLED,SOUTH
354,299,2024-04-13 16:23:29,DELIVERED,SOUTH
355,567,2024-07-07 07:48:18,RETURNED,NORTH
356,334,2025-09-29 01:29:22,DELIVERED,EAST
357,,2024-02-11 12:06:53,PLACED,WEST
358,200,2025-09-08 05:05:27,PLACED,EAST
359,335,2025-12-22 04:19:42,DELIVERED,NORTH
360,449,2024-08-05 21:06:49,DELIVERED,EAST
361,19,2024-06-05 03:28:31,SHIPPED,NORTH
362,80,2024-01-18 09:57:43,DELIVERED,SOUTH
363,36,2026-04-06 21:32:16,SHIPPED,NORTH
364,106,2025-08-29 00:00:00,DELIVERED,WEST
365,,2025-08-09 06:19:30,DELIVERED,SOUTH
366,94,2024-01-25 21:57:23,DELIVERED,NORTH
367,65,2024-12-08 15:21:55,RETURNED,NORTH
368,172,2024-09-16 11:58:23,PLACED,CENTRAL
369,576,2024-10-21 10:50:39,DELIVERED,CENTRAL
370,238,2024-11-28 02:17:44,PLACED,EAST
371,324,2024-01-19 14:41:53,DELIVERED,WEST
372,286,2025-07-27 04:34:12,PLACED,SOUTH
373,512,2024-06-07 03:53:08,DELIVERED,CENTRAL
374,333,2025-08-26 14:46:10,DELIVERED,SOUTH
375,326,2026-01-18 23:07:24,PLACED,NORTH
376,392,2026-03-04 20:26:07,DELIVERED,SOUTH
377,14,2024-12-27 08:10:36,PLACED,NORTH
378,250,2024-05-03 07:51:37,PLACED,EAST
379,385,2024-11-13 12:02:14,DELIVERED,SOUTH
380,455,2025-05-25 14:26:45,PLACED,EAST
381,534,2025-10-06 12:20:49,DELIVERED,EAST
382,340,2025-06-16 00:00:00,SHIPPED,CENTRAL
383,255,2024-12-11 13:18:55,DELIVERED,WEST
384,7,2024-04-10 09:05:30,CANCELLED,NORTH
385,145,2024-11-13 05:52:26,PLACED,SOUTH
386,210,2025-01-02 02:16:48,DELIVERED,WEST
387,203,2025-01-15 11:27:51,DELIVERED,CENTRAL
388,460,2024-11-08 20:46:25,SHIPPED,WEST
389,408,2025-08-09 18:19:43,SHIPPED,WEST
390,444,2024-08-30 00:00:00,CANCELLED,WEST
391,86,2025-04-11 09:26:36,DELIVERED,SOUTH
392,390,2025-12-21 06:10:15,DELIVERED,EAST
393,74,2025-06-01 15:52:09,PLACED,WEST
394,5,2024-01-20 22:29:46,CANCELLED,EAST
395,405,2025-08-02 15:51:00,DELIVERED,EAST
396,419,2024-03-01 07:34:17,RETURNED,NORTH
397,199,2025-11-08 18:21:58,RETURNED,EAST
398,378,2024-03-30 15:23:02,DELIVERED,WEST
399,36,2025-07-15 10:30:04,DELIVERED,NORTH
400,268,2026-07-29 12:16:35,DELIVERED,SOUTH
401,166,2024-01-20 03:58:16,PLACED,NORTH
402,408,2026-06-29 13:38:40,RETURNED,NORTH
403,434,2024-09-14 14:21:07,CANCELLED,EAST
404,546,2025-08-17 15:23:37,DELIVERED,WEST
405,92,2024-06-18 18:01:57,DELIVERED,EAST
406,215,2025-09-10 05:24:18,DELIVERED,NORTH
407,2,2024-05-30 11:36:00,PLACED,WEST
408,442,2024-09-22 01:42:22,SHIPPED,SOUTH
409,187,2026-02-19 18:47:55,RETURNED,WEST
410,206,2024-04-01 15:00:38,DELIVERED,SOUTH
411,419,2025-11-15 15:37:19,DELIVERED,CENTRAL
412,82,2025-03-31 08:30:50,PLACED,NORTH
413,600,2024-12-30 00:00:00,DELIVERED,NORTH
414,8,2026-06-23 19:08:24,DELIVERED,NORTH
415,8,2025-08-06 13:50:10,DELIVERED,EAST
416,346,2026-07-27 20:36:16,DELIVERED,EAST
417,323,2025-01-07 04:49:28,RETURNED,WEST
418,365,2025-05-28 00:48:29,CANCELLED,NORTH
419,143,2024-02-09 21:26:08,DELIVERED,CENTRAL
420,255,2025-07-26 08:03:43,DELIVERED,WEST
421,4,2025-05-15 11:52:27,PLACED,EAST
422,334,2025-11-21 04:56:03,SHIPPED,WEST
423,84,2025-06-25 02:49:52,DELIVERED,WEST
424,103,2025-08-20 20:33:59,SHIPPED,SOUTH
425,586,2026-02-22 22:13:00,PLACED,WEST
426,562,2025-12-26 03:40:44,SHIPPED,WEST
427,554,2025-01-09 05:27:47,SHIPPED,SOUTH
428,92,2024-06-12 20:11:40,DELIVERED,NORTH
429,393,2025-03-11 12:29:53,SHIPPED,EAST
430,127,2024-07-29 21:21:59,RETURNED,WEST
431,230,2026-06-13 00:00:00,DELIVERED,CENTRAL
432,391,2026-05-22 21:08:53,RETURNED,WEST
433,119,2025-03-28 00:23:25,PLACED,NORTH
434,193,2024-06-29 08:45:13,DELIVERED,SOUTH
435,591,2024-01-03 14:34:43,DELIVERED,CENTRAL
436,434,2025-05-11 13:09:15,DELIVERED,SOUTH
437,228,2024-06-14 13:48:40,DELIVERED,CENTRAL
438,304,2024-12-06 01:20:29,DELIVERED,WEST
439,36,2026-07-19 07:52:34,DELIVERED,CENTRAL
440,588,2026-01-12 23:40:23,DELIVERED,SOUTH
441,386,2024-04-01 08:41:31,RETURNED,EAST
442,231,2024-03-22 15:48:49,RETURNED,SOUTH
443,307,2024-09-04 07:09:12,RETURNED,CENTRAL
444,485,2025-06-25 00:00:00,DELIVERED,WEST
445,290,2024-10-30 01:33:48,DELIVERED,CENTRAL
446,595,2024-03-25 01:51:46,CANCELLED,EAST
447,141,2025-11-17 10:37:11,DELIVERED,EAST
448,201,2024-01-15 04:29:05,DELIVERED,CENTRAL
449,152,2025-08-07 23:01:02,RETURNED,WEST
450,58,2024-05-29 04:55:08,DELIVERED,WEST
451,528,2025-06-09 19:39:57,DELIVERED,SOUTH
452,35,2024-07-03 13:16:47,SHIPPED,WEST
453,177,2025-08-06 02:52:08,DELIVERED,NORTH
454,392,2025-03-03 12:47:51,DELIVERED,WEST
455,85,2024-07-08 14:24:43,DELIVERED,CENTRAL
456,587,2026-01-14 20:59:41,SHIPPED,NORTH
457,496,2025-11-04 15:53:07,SHIPPED,SOUTH
458,551,2024-10-14 05:11:35,DELIVERED,NORTH
459,543,2026-01-28 22:57:31,PLACED,CENTRAL
460,128,2024-11-18 06:48:35,RETURNED,NORTH
461,185,2024-01-09 06:29:35,DELIVERED,EAST
462,212,2024-09-07 10:21:15,PLACED,EAST
463,,2024-07-12 17:47:28,DELIVERED,EAST
464,1,2025-01-20 18:40:39,DELIVERED,CENTRAL
465,547,2025-11-22 03:49:50,PLACED,WEST
466,361,2026-07-30 15:44:06,DELIVERED,SOUTH
467,46,2025-01-03 07:44:31,PLACED,SOUTH
468,138,2026-07-24 09:34:11,DELIVERED,CENTRAL
469,433,2024-04-25 12:19:44,DELIVERED,EAST
470,410,2025-12-09 11:26:17,PLACED,EAST
471,147,2026-04-12 11:57:40,SHIPPED,EAST
472,198,2025-08-01 02:28:08,DELIVERED,CENTRAL
473,158,2025-05-06 10:46:05,RETURNED,WEST
474,254,2024-04-30 10:19:35,SHIPPED,CENTRAL
475,68,2025-05-26 15:20:16,DELIVERED,EAST
476,150,2024-12-16 17:08:48,SHIPPED,NORTH
477,388,2024-06-12 02:47:07,DELIVERED,NORTH
478,314,2026-07-03 17:03:48,CANCELLED,WEST
479,586,2025-03-14 01:35:59,DELIVERED,CENTRAL
480,,2025-05-08 23:45:52,RETURNED,WEST
481,545,2026-05-06 23:48:41,DELIVERED,WEST
482,10,2026-03-08 19:06:23,DELIVERED,SOUTH
483,274,2024-03-23 02:56:09,RETURNED,EAST
484,429,2025-12-12 03:31:16,SHIPPED,EAST
485,283,2025-10-26 12:14:17,DELIVERED,SOUTH
