item_id,order_id,product_id,quantity,unit_price,discount_percent
254,104,223,1,3182.97,20.2
255,104,489,4,8526.78,5.5
256,105,269,4,23730.26,32.9
257,105,37,5,15860.75,27.9
258,105,94,4,21081.63,21.8
259,105,39,5,27842.51,21.2
260,106,116,5,22101.71,26.1
261,106,88,2,12473.31,23.8
262,106,482,3,25958.64,16.6
263,106,395,2,11310.23,12.8
264,107,357,4,21197.12,27.3
265,108,374,5,19718.39,38.5
266,108,246,3,4860.75,20.0
267,109,97,4,10121.02,2.2
268,109,480,5,24450.08,46.5
269,110,497,-3,10295.07,7.9
270,110,214,2,14421.8,19.2
271,110,5,2,7725.88,3.5
272,110,208,1,5021.73,6.3
273,111,308,1,24133.37,23.4
274,111,437,1,16101.61,28.2
275,111,110,1,19203.37,38.3
276,112,171,4,13730.83,37.3
277,112,496,1,26376.71,25.1
278,113,327,4,19608.95,46.1
279,113,132,5,1938.21,22.1
280,114,150,2,21518.21,13.9
281,115,303,1,10529.08,32.9
282,115,298,4,29565.12,4.7
283,116,124,5,13091.62,38.6
284,116,487,4,12260.92,2.0
285,116,111,4,15768.05,11.7
286,116,386,3,580.73,30.7
287,117,156,4,20496.31,18.2
288,117,166,5,6088.69,34.7
289,117,289,1,17425.72,38.0
290,118,14,-3,8606.97,33.6
291,118,470,1,10103.79,39.4
292,119,85,3,1210.54,35.1
293,120,71,2,12629.86,1.5
294,121,138,5,17197.44,10.4
295,122,480,2,6697.65,14.5
296,122,345,2,10808.88,44.7
297,122,467,1,8582.27,20.1
298,123,259,5,27731.4,49.2
299,124,291,1,28278.1,47.5
300,124,246,4,12756.15,7.3
301,124,160,3,11846.08,16.7
302,124,24,5,27059.09,49.4
303,125,132,2,721.65,19.6
304,125,298,3,20029.54,18.8
305,125,3,-1,17717.93,28.0
306,125,41,2,24734.66,24.8
307,126,411,2,21916.03,44.0
308,127,241,2,11503.54,35.6
309,127,328,2,24373.52,4.5
310,128,59,5,1667.22,41.0
311,129,68,1,24305.31,15.5
312,129,455,1,5287.36,32.2
313,130,344,5,26435.36,30.0
314,130,286,1,18686.96,11.5
315,131,226,2,23132.4,19.7
316,131,455,1,15404.16,40.5
317,131,428,2,20263.94,21.5
318,132,358,5,9162.68,22.9
319,133,469,2,2302.14,41.4
320,133,4,1,29386.4,34.0
321,133,356,2,350.17,30.6
322,134,208,1,16775.22,49.4
323,134,459,2,20051.25,30.3
324,134,516,4,22030.05,17.8
325,134,298,-3,3204.99,40.6
326,135,491,2,19780.24,27.1
327,135,101,4,27812.42,21.6
328,135,522,3,834.79,36.4
329,135,508,2,13850.72,20.1
330,136,189,4,15490.22,34.6
331,136,436,-3,20664.82,22.4
332,137,88,5,20311.75,35.7
333,137,405,1,13967.61,29.0
334,137,333,3,17011.46,5.3
335,137,174,5,14350.97,23.2
336,138,331,-1,27372.84,18.5
337,138,508,1,9580.92,46.2
338,138,390,3,3831.47,22.0
339,138,304,4,9956.88,27.6
340,139,72,3,26035.34,17.5
341,139,143,5,13297.9,32.4
342,140,539,3,23238.65,0.2
343,140,439,3,8166.11,35.2
344,140,41,4,16879.23,44.4
345,141,475,2,17730.55,0.9
346,141,51,2,10262.87,0.7
347,141,239,4,25084.83,1.8
348,142,176,5,10404.42,49.8
349,142,24,2,12301.42,10.5
350,142,412,5,568.75,8.4
351,143,14,4,19204.27,1.0
352,144,268,4,4252.9,35.1
353,144,177,3,7252.62,47.3
354,145,26,1,24222.11,38.1
355,145,335,5,11087.61,20.4
356,145,507,4,7745.79,36.0
357,146,214,2,7706.14,36.2
358,146,371,4,26900.07,48.8
359,146,312,4,10682.68,43.7
360,146,260,3,15249.63,39.3
361,147,362,4,24980.54,10.8
362,147,440,3,15575.8,12.0
363,148,472,5,14182.89,46.2
364,149,250,5,16869.49,32.8
365,149,163,3,7391.27,48.8
366,149,419,5,20746.21,43.3
367,150,365,-3,23734.32,16.0
368,151,370,1,17916.83,26.6
369,152,475,3,5249.24,49.3
370,152,170,2,17057.62,34.8
371,152,9,4,27218.87,42.2
372,152,53,3,19084.59,46.1
373,153,248,1,1996.73,6.9
374,154,113,1,9066.93,17.2
375,154,363,5,2916.98,10.5
376,154,40,1,4264.15,23.2
377,155,239,3,5723.91,39.9
378,155,230,1,3439.09,12.0
379,155,504,1,8315.66,43.4
380,156,367,4,25230.73,19.0
381,156,190,3,3419.18,2.6
382,156,472,2,15903.04,27.7
383,156,271,3,8847.41,47.7
384,157,442,3,2903.63,23.8
385,157,42,3,10386.2,17.9
386,157,83,2,20690.27,34.9
387,158,139,2,7498.78,12.5
388,158,486,2,25391.1,33.4
389,158,191,3,28903.35,36.0
390,158,111,2,22855.41,12.9
391,159,178,1,15459.49,26.3
392,160,402,2,2606.7,41.6
393,160,164,2,27696.12,29.9
394,160,15,4,22367.48,47.1
395,160,61,1,21397.08,36.1
396,161,129,1,28434.52,47.6
397,161,429,2,24850.76,26.6
398,162,316,1,19761.36,32.5
399,163,149,2,12082.06,18.3
400,164,180,3,4062.19,18.1
401,164,244,4,14050.09,30.3
402,165,113,3,17755.06,37.4
403,166,199,2,19442.21,12.4
404,166,88,3,6828.21,39.8
405,166,534,2,19967.73,29.3
406,167,122,5,3529.3,33.7
407,167,110,2,11755.82,39.1
408,167,329,1,27300.09,10.7
409,167,17,1,25271.4,7.1
410,168,55,4,6934.78,30.9
411,169,101,1,23626.7,22.1
412,169,253,4,23362.62,5.7
413,170,368,5,20505.09,24.4
414,171,300,1,7703.44,15.9
415,171,355,-1,275.76,38.8
416,171,83,5,7396.67,24.7
417,171,383,2,22368.81,15.5
418,172,57,4,22860.85,2.4
419,172,175,1,8238.8,30.2
420,172,324,2,8266.96,34.2
421,173,357,2,7278.8,21.2
422,173,305,1,2357.96,12.2
423,173,71,2,13447.58,3.6
424,173,550,3,3093.85,12.2
425,174,62,1,7127.14,32.9
426,174,103,2,5297.0,38.5
427,174,318,1,26456.37,33.6
428,174,164,4,6745.68,42.1
429,175,89,4,18046.96,23.3
430,175,491,3,19475.68,21.4
431,176,48,-1,2515.7,34.9
432,176,44,1,28999.06,45.7
433,177,117,1,23854.23,33.6
434,177,445,3,3215.57,10.8
435,177,248,-2,2519.72,5.5
436,177,276,1,18704.25,39.9
437,178,371,4,4338.87,19.8
438,178,266,1,18041.19,22.7
439,178,373,2,13231.8,36.7
440,179,514,2,25409.07,12.0
441,180,411,4,27717.63,22.0
442,180,110,1,11230.43,24.7
443,180,138,2,16379.67,42.6
444,181,294,3,20049.78,48.1
445,181,48,4,26583.82,8.8
446,181,170,2,125.37,47.6
447,181,144,4,12541.27,4.8
448,182,179,5,6880.25,30.0
449,182,105,4,6295.55,46.2
450,182,384,1,25267.4,19.4
451,183,397,5,16806.11,48.1
452,183,523,-2,16284.38,24.3
453,183,495,2,12106.78,11.4
454,183,23,3,17341.93,9.1
455,184,117,1,11560.72,29.9
456,184,172,1,27244.5,2.5
457,185,97,2,3935.65,7.8
458,185,84,5,5858.13,4.4
459,186,458,4,19594.91,42.4
460,187,343,5,14364.22,14.2
461,187,459,5,18048.0,15.8
462,187,539,2,3283.02,6.2
463,187,534,4,23736.77,49.4
464,188,530,1,13036.79,24.6
465,188,98,3,12250.83,12.2
466,188,548,2,24889.81,8.4
467,189,376,4,3190.34,29.8
468,189,361,2,14691.31,28.0
469,189,460,5,25191.49,10.6
470,189,183,5,19483.28,44.4
471,190,402,2,20961.21,5.7
472,191,14,4,10506.96,39.8
473,191,512,1,11731.62,40.1
474,192,432,2,2398.76,30.7
475,192,124,3,17394.03,37.7
476,193,318,1,7355.91,33.6
477,194,303,5,6824.73,34.7
478,194,381,2,20434.47,45.9
479,194,529,1,4679.14,42.5
480,195,158,3,3264.66,40.4
481,195,149,5,21046.86,9.2
482,196,261,4,26951.11,45.2
483,197,187,4,24351.83,6.1
484,198,239,2,21727.5,27.7
485,198,268,1,9487.14,10.9
486,198,367,2,359.44,38.6
487,198,265,4,15687.36,36.8
488,199,439,3,10934.64,39.4
489,200,139,4,14555.31,38.8
490,200,285,1,12614.26,25.4
491,200,33,2,6552.2,31.1
492,200,181,4,13639.36,23.9
493,201,124,3,29241.17,35.3
494,201,491,2,19548.64,32.3
495,202,97,1,12412.66,45.6
496,202,538,2,13073.0,15.4
497,202,236,-3,3086.35,39.5
498,203,275,5,26191.19,13.5
499,203,173,1,4804.52,14.0
500,203,304,3,318.95,30.0
501,204,422,5,12831.32,3.3
502,204,360,3,341.12,40.1
503,204,94,3,14900.28,9.6
504,204,121,1,26927.92,23.4
505,205,319,1,20562.88,31.2
506,205,138,2,11627.75,3.8
507,205,308,1,912.12,10.0
508,206,328,2,7331.67,19.1
509,206,274,5,19952.56,49.9
510,206,186,2,17138.44,11.7
511,206,180,1,17103.57,4.6
512,207,197,1,25089.66,39.7
513,208,130,4,12796.73,8.9
514,208,288,3,12362.33,10.1
515,208,153,5,16210.06,11.5
516,209,264,1,28178.22,36.9
517,209,214,5,7706.61,1.9
518,210,371,5,5380.19,47.2
519,210,295,5,9960.11,1.0
520,210,180,3,24653.66,1.1
521,210,292,2,29225.03,42.6
522,211,279,4,24219.39,30.3
523,211,492,3,9870.1,16.1
524,211,9,4,12205.24,2.2
525,212,128,5,23965.27,17.0
526,212,536,5,28491.24,10.6
527,212,207,3,22213.2,30.5
528,212,5,4,15538.71,21.7
529,213,265,4,21038.37,42.8
530,213,468,-2,17568.84,4.3
531,213,17,4,27254.73,4.0
532,213,419,2,23972.78,13.0
533,214,106,4,13020.84,16.3
534,214,345,1,16330.3,25.3
535,214,402,1,11592.35,33.1
536,214,492,2,6211.86,34.7
537,215,446,-2,9793.73,45.5
538,215,530,4,12315.0,35.4
539,215,336,2,14585.73,15.5
540,216,271,4,2255.82,41.6
541,216,183,2,26995.31,40.1
542,217,308,2,9980.11,49.0
543,218,332,2,22691.54,43.7
544,218,503,1,18912.63,38.0
545,219,530,4,25797.6,43.4
546,219,295,2,9759.98,17.5
547,220,87,-1,25519.6,7.1
548,221,342,5,25803.67,7.4
549,221,87,4,13844.03,26.2
550,221,214,1,26756.85,19.4
551,221,2,1,28366.1,37.4
552,222,260,2,18903.15,12.9
553,222,312,5,11387.85,36.9
554,223,239,2,5965.67,18.5
555,223,108,1,14355.66,42.1
556,224,460,1,26588.67,15.1
557,225,473,2,11704.91,47.2
558,225,439,3,20928.95,25.5
559,225,178,5,27453.42,30.3
560,226,272,2,28234.38,42.0
561,226,508,2,17664.25,42.4
562,226,384,4,23637.62,43.9
563,226,280,2,14338.33,23.3
564,227,289,-2,12695.39,17.7
565,227,26,4,10586.89,14.9
566,227,272,4,23019.27,32.6
567,227,154,5,17691.98,39.4
568,228,285,4,11240.76,17.9
569,229,248,3,7400.57,49.2
570,229,298,4,11027.16,17.1
571,230,206,4,29517.21,31.6
572,230,134,1,25864.86,1.8
573,231,30,3,17588.94,37.7
574,231,81,4,2426.12,30.0
575,231,72,5,17074.13,36.8
576,231,62,1,2694.23,5.1
577,232,515,3,12113.61,3.8
578,232,221,4,13515.45,46.2
579,232,459,4,15382.54,33.4
580,233,473,4,16472.05,7.4
581,233,422,3,21389.24,18.4
582,233,410,5,17626.39,0.8
583,234,283,2,20780.5,0.2
584,235,191,3,25675.43,15.8
585,235,509,2,18731.94,21.1
586,236,69,1,6566.82,4.4
587,236,260,1,9318.98,15.4
588,237,219,5,10253.57,13.1
589,237,93,3,24845.65,0.1
590,238,269,-3,26225.46,8.3
591,238,289,5,14477.44,11.3
592,238,106,1,16164.39,37.4
593,239,424,2,2796.16,10.2
594,239,318,5,20262.05,0.4
595,239,509,3,5948.3,45.0
596,239,491,3,16081.9,3.9
597,240,540,1,14719.88,30.1
598,240,374,5,24221.26,2.9
599,241,78,5,25201.15,48.7
600,241,175,4,10420.34,31.0
601,241,385,2,28279.67,4.9
602,242,319,5,2841.83,44.6
603,242,546,1,29783.3,48.0
604,243,265,2,7847.56,35.2
605,244,320,5,26301.42,28.7
606,244,161,2,29344.44,42.3
607,245,178,3,4726.66,45.2
608,246,93,1,5979.59,4.2
609,246,90,3,10937.05,42.4
610,246,303,3,6781.36,9.5
611,247,304,1,20184.39,5.0
612,247,11,4,10880.82,27.5
613,247,461,3,9661.02,20.3
614,248,244,5,22285.28,9.2
615,248,313,2,12257.63,30.7
616,248,334,3,10303.17,2.8
617,248,311,1,28054.57,45.9
618,249,24,1,27539.77,37.4
619,250,96,2,19958.2,6.7
620,250,18,4,16112.86,20.9
621,250,61,2,4643.15,4.2
622,250,540,3,27843.33,20.1
623,251,391,3,14947.42,40.0
624,251,150,1,432.56,28.4
625,251,32,3,14819.07,38.0
626,251,542,4,1569.77,10.1
627,252,32,4,27394.78,13.4
628,252,48,4,22076.98,12.7
629,253,475,3,2742.33,16.7
630,253,126,1,10002.36,49.8
631,254,151,5,12043.07,40.3
632,255,295,2,23759.72,41.6
633,256,14,4,7978.35,47.7
634,256,429,5,28984.57,2.1
635,256,368,3,26131.68,31.7
636,257,447,1,27027.34,16.5
637,257,402,4,24177.25,11.0
638,257,266,5,15308.91,25.5
639,258,356,1,12559.04,6.4
640,258,436,5,788.6,4.4
641,258,244,2,16724.78,0.5
642,258,76,5,8385.12,37.7
643,259,16,1,6298.7,6.1
644,260,534,5,8766.46,3.7
645,260,331,1,7862.5,40.4
646,260,252,3,7077.42,22.0
647,261,368,4,14279.54,32.0
648,261,96,3,21888.51,6.3
649,262,506,4,24459.31,26.4
650,262,9,3,11461.94,33.0
651,262,262,2,11090.04,33.2
652,262,523,2,26191.86,7.9
653,263,550,1,15855.58,7.7
654,263,2,1,13160.01,25.5
655,264,438,4,14600.26,20.5
656,264,549,1,18363.27,20.0
657,264,306,5,6642.45,48.7
658,265,334,2,10786.68,10.0
659,265,487,3,26926.97,34.2
660,265,343,5,18892.4,46.2
661,266,282,1,21202.05,14.6
662,266,469,2,12913.42,16.2
663,266,284,1,23718.28,30.9
664,266,90,3,6798.19,30.7
665,267,326,4,9389.35,5.6
666,267,74,5,18005.67,11.9
667,267,367,1,17015.16,10.3
668,268,63,2,25130.0,4.3
669,268,113,5,14314.46,32.0
670,269,288,3,22803.8,39.6
671,269,149,5,5105.05,19.1
672,270,533,4,19681.71,2.5
673,271,519,3,342.39,10.2
674,272,6,4,22457.76,18.7
675,272,74,4,12067.33,37.3
676,272,342,3,9856.25,13.6
677,273,354,2,26785.64,2.0
678,274,497,1,18910.88,37.5
679,274,274,3,18759.12,3.1
680,274,413,2,21346.86,41.1
681,274,142,4,22192.69,46.3
682,275,514,2,29435.34,44.0
683,275,374,3,21707.38,42.5
684,276,252,4,10271.5,16.0
685,276,21,2,11649.69,20.8
686,277,380,5,8083.15,37.4
687,277,408,-3,18324.36,41.6
688,278,352,4,11301.86,3.4
689,278,85,3,9038.17,39.7
690,278,103,2,10237.69,33.6
691,278,517,3,18635.38,8.9
692,279,530,4,8236.19,22.2
693,279,345,3,17512.23,1.8
694,280,371,5,7973.39,39.7
695,281,314,4,16157.6,32.9
696,281,228,4,24041.02,8.7
697,282,3,1,14657.62,47.3
698,282,273,3,25967.36,17.3
699,283,475,1,3382.72,47.5
700,283,478,4,13700.14,11.4
701,283,128,3,7287.72,3.6
702,284,550,3,14102.12,25.0
703,284,496,1,6775.2,13.5
704,284,137,4,9339.72,19.7
705,285,384,3,4634.29,43.0
706,285,479,3,10550.59,0.9
707,285,220,5,23594.12,41.8
708,286,309,4,12133.31,7.8
709,286,500,5,23225.03,13.1
710,286,371,2,12375.28,11.9
711,286,514,3,13376.78,15.0
712,287,105,1,7709.11,49.0
713,287,258,4,21638.89,40.3
714,287,411,3,3822.12,17.5
715,287,456,3,29841.35,25.9
716,288,512,4,1208.68,23.1
717,288,291,4,3113.11,3.9
718,289,32,1,28209.5,23.0
719,289,41,3,17281.26,24.4
720,289,108,5,5425.13,26.5
721,290,101,3,17391.2,39.0
722,290,408,5,12784.19,20.1
723,290,160,2,23738.54,24.3
724,291,377,5,12284.82,24.5
725,291,365,2,16065.96,10.7
726,292,219,3,24626.16,37.7
727,293,77,1,18147.67,45.5
728,294,169,2,13023.18,42.6
729,294,505,3,14445.54,38.6
730,294,318,4,23081.9,44.2
731,295,533,1,19959.37,45.7
732,295,23,2,24157.32,38.7
733,295,201,3,16865.52,7.7
734,296,526,3,5526.09,49.6
735,297,243,5,25933.1,26.2
736,297,483,5,3200.22,40.5
737,297,271,2,23923.24,8.3
738,297,70,2,9735.91,8.0
739,298,85,5,25967.89,19.7
740,298,111,3,13600.0,13.2
741,298,501,4,27449.94,35.0
742,298,151,3,8476.9,46.2
743,299,534,5,20005.41,38.2
744,300,88,2,15385.16,0.9
745,300,219,1,6261.72,41.3
746,300,392,1,20731.5,10.8
747,301,526,3,25872.46,47.0
748,301,309,2,5057.79,47.3
749,301,103,5,7390.52,12.1
750,301,550,1,26992.07,5.6
751,302,174,5,14502.33,38.9
752,302,213,4,27247.34,2.3
753,302,399,4,19875.87,24.2
754,302,12,5,7193.43,23.3
755,303,383,4,20702.38,3.3
756,303,3,1,15019.73,2.1
757,304,51,5,6748.87,11.3
758,304,307,2,11674.97,14.9
759,304,106,4,7775.41,21.5
760,304,514,5,18424.94,20.1
761,305,237,3,23902.93,28.5
762,305,21,4,19390.67,11.5
763,305,397,1,21184.51,29.8
764,306,127,3,16803.73,5.0
765,307,146,2,3624.18,16.6
766,307,401,5,7544.15,45.1
767,307,476,3,28582.76,20.1
768,307,12,-1,3481.14,28.6
769,308,523,3,15480.53,7.1
770,309,204,5,24843.93,9.6
771,309,377,1,227.43,18.1
772,310,335,3,27556.46,18.9
773,310,87,3,3751.32,43.8
774,311,312,1,4601.2,27.2
775,312,89,5,21225.36,28.3
776,312,339,-1,10232.36,37.9
777,313,103,2,1076.48,20.5
778,313,505,1,26808.23,15.2
779,313,84,4,243.9,4.7
780,313,498,5,24293.63,38.0
781,314,214,3,3547.57,27.9
782,314,245,4,13779.4,43.3
783,314,459,1,380.76,14.0
784,315,333,4,22833.1,2.2
785,315,466,3,17446.31,21.0
786,315,239,4,10066.6,37.7
787,316,271,3,26917.46,42.9
788,316,349,4,21788.32,10.9
789,316,120,1,29725.73,19.4
790,316,1,3,4949.72,2.6
791,317,307,1,3314.33,24.2
792,317,489,4,11826.92,44.1
793,317,424,3,12607.99,23.1
794,318,156,3,8124.06,49.4
795,318,171,-1,17441.1,30.4
796,318,397,4,15899.9,17.4
797,318,216,4,11430.79,29.5
798,319,418,2,27951.49,39.1
799,319,70,5,23049.14,22.1
800,320,468,2,17128.14,44.7
801,320,450,4,6762.35,23.4
802,320,384,4,2185.8,39.3
803,320,480,4,22802.75,49.4
804,321,134,4,5254.5,33.0
805,322,417,2,8693.85,8.2
806,323,248,2,18541.8,46.5
807,323,54,4,774.47,20.1
808,324,387,3,21260.77,34.0
809,325,409,2,5802.8,21.9
810,326,331,3,7348.96,35.8
811,326,144,4,25858.43,13.2
812,326,313,5,10156.32,26.6
813,326,93,3,7437.73,5.8
814,327,263,3,28896.26,45.2
815,328,332,4,12364.89,49.7
816,329,374,4,16758.21,48.5
817,329,342,5,19162.49,22.3
818,330,29,2,5146.64,12.5
819,330,185,4,1122.06,45.0
820,330,44,3,16849.46,48.2
